time_s,q1_rad,q2_rad,q3_cm,dq1_rad_s,dq2_rad_s,dq3_cm_s,ddq1_rad_s2,ddq2_rad_s2,ddq3_cm_s2
0,3.75357508226648,-2.35912515630462,0,-0,0,-0,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.01,3.75357283200763,-2.35912493619078,-8.31465243703545e-07,-0.000450051770684963,4.40227677582231e-05,-0.000166293048740709,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.02,3.75356608123107,-2.35912427584927,-3.32586097481418e-06,-0.000900103541369927,8.80455355164461e-05,-0.000332586097481418,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.03,3.7535548299368,-2.35912317528007,-7.4831871933319e-06,-0.00135015531205489,0.000132068303274669,-0.000498879146222127,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.04,3.75353907812483,-2.3591216344832,-1.33034438992567e-05,-0.00180020708273985,0.000176091071032892,-0.000665172194962836,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.05,3.75351882579514,-2.35911965345865,-2.07866310925886e-05,-0.00225025885342482,0.000220113838791115,-0.000831465243703545,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.06,3.75349407294776,-2.35911723220642,-2.99327487733276e-05,-0.00270031062410978,0.000264136606549338,-0.000997758292444254,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.07,3.75346481958266,-2.35911437072652,-4.07417969414737e-05,-0.00315036239479474,0.000308159374307561,-0.00116405134118496,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.08,3.75343106569986,-2.35911106901894,-5.32137755970269e-05,-0.00360041416547971,0.000352182142065784,-0.00133034438992567,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.09,3.75339281129935,-2.35910732708368,-6.73486847399871e-05,-0.00405046593616467,0.000396204909824008,-0.00149663743866638,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.1,3.75335005638114,-2.35910314492074,-8.31465243703545e-05,-0.00450051770684963,0.000440227677582231,-0.00166293048740709,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.11,3.75330280094522,-2.35909852253013,-0.000100607294488129,-0.0049505694775346,0.000484250445340454,-0.0018292235361478,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.12,3.75325104499159,-2.35909345991183,-0.00011973099509331,-0.00540062124821956,0.000528273213098677,-0.00199551658488851,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.13,3.75319478852025,-2.35908795706586,-0.000140517626185899,-0.00585067301890452,0.0005722959808569,-0.00216180963362922,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.14,3.75313403153121,-2.35908201399222,-0.000162967187765895,-0.00630072478958949,0.000616318748615123,-0.00232810268236993,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.15,3.75306877402446,-2.35907563069089,-0.000187079679833298,-0.00675077656027445,0.000660341516373346,-0.00249439573111063,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.16,3.752999016,-2.35906880716189,-0.000212855102388107,-0.00720082833095941,0.000704364284131569,-0.00266068877985134,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.17,3.75292475745784,-2.35906154340521,-0.000240293455430324,-0.00765088010164438,0.000748387051889792,-0.00282698182859205,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.18,3.75284599839797,-2.35905383942085,-0.000269394738959948,-0.00810093187232934,0.000792409819648015,-0.00299327487733276,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.19,3.75276273882039,-2.35904569520882,-0.00030015895297698,-0.0085509836430143,0.000836432587406238,-0.00315956792607347,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.2,3.75267497872511,-2.3590371107691,-0.000332586097481418,-0.00900103541369927,0.000880455355164461,-0.00332586097481418,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.21,3.75258271811212,-2.35902808610171,-0.000366676172473263,-0.00945108718438423,0.000924478122922684,-0.00349215402355489,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.22,3.75248595698142,-2.35901862120665,-0.000402429177952516,-0.00990113895506919,0.000968500890680907,-0.0036584470722956,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.23,3.75238469533302,-2.3590087160839,-0.000439845113919175,-0.0103511907257542,0.00101252365843913,-0.00382474012103631,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.24,3.75227893316691,-2.35899837073348,-0.000478923980373242,-0.0108012424964391,0.00105654642619735,-0.00399103316977701,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.25,3.75216867048309,-2.35898758515538,-0.000519665777314715,-0.0112512942671241,0.00110056919395558,-0.00415732621851772,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.26,3.75205390728156,-2.3589763593496,-0.000562070504743596,-0.011701346037809,0.0011445919617138,-0.00432361926725843,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.27,3.75193464356233,-2.35896469331614,-0.000606138162659884,-0.012151397808494,0.00118861472947202,-0.00448991231599914,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.28,3.7518108793254,-2.35895258705501,-0.000651868751063579,-0.012601449579179,0.00123263749723025,-0.00465620536473985,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.29,3.75168261457075,-2.3589400405662,-0.000699262269954681,-0.0130515013498639,0.00127666026498847,-0.00482249841348056,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.3,3.7515498492984,-2.35892705384971,-0.00074831871933319,-0.0135015531205489,0.00132068303274669,-0.00498879146222127,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.31,3.75141258350834,-2.35891362690554,-0.000799038099199106,-0.0139516048912339,0.00136470580050491,-0.00515508451096198,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
0.32,3.75127081720057,-2.3588997597337,-0.00085142040955243,-0.0144016566619188,0.00140872856826314,-0.00532137755970269,-0.0450051770684963,0.00440227677582231,-0.0166293048740709
