time_s,segment,joint1_pos,joint2_pos,joint3_pos,joint1_vel,joint2_vel,joint3_vel,joint1_acc,joint2_acc,joint3_acc,gripper_pos
2.46,1,3.63591005570665,-2.35883391472626,-15.2282806153846,-0.0744118907329776,0.0141697829109873,0.188389743589744,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.48,1,3.63441576814478,-2.35854936705317,-15.2244975042735,-0.0750168654543839,0.0142849843980685,0.189921367521368,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.5,1,3.63290938108848,-2.35826251535033,-15.2206837606838,-0.0756218401757902,0.0144001858851497,0.191452991452991,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.52,1,3.63139089453775,-2.35797335961776,-15.2168393846154,-0.0762268148971966,0.0145153873722309,0.192984615384615,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.54,1,3.62986030849259,-2.35768189985544,-15.2129643760684,-0.0768317896186029,0.0146305888593121,0.194516239316239,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.56,1,3.628317622953,-2.35738813606339,-15.2090587350427,-0.0774367643400092,0.0147457903463933,0.196047863247863,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.58,1,3.62676283791899,-2.35709206824159,-15.2051224615385,-0.0780417390614155,0.0148609918334744,0.197579487179487,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.6,1,3.62519595339055,-2.35679369639005,-15.2011555555556,-0.0786467137828219,0.0149761933205556,0.199111111111111,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.62,1,3.62361696936768,-2.35649302050877,-15.197158017094,-0.0792516885042282,0.0150913948076368,0.200642735042735,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.64,1,3.62202588585038,-2.35619004059774,-15.1931298461538,-0.0798566632256345,0.015206596294718,0.202174358974359,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.66,1,3.62042270283865,-2.35588475665698,-15.189071042735,-0.0804616379470408,0.0153217977817992,0.203705982905983,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.68,1,3.61880742033249,-2.35557716868647,-15.1849816068376,-0.0810666126684471,0.0154369992688804,0.205237606837607,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.7,1,3.61718003833191,-2.35526727668622,-15.1808615384615,-0.0816715873898535,0.0155522007559616,0.206769230769231,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.72,1,3.6155405568369,-2.35495508065623,-15.1767108376068,-0.0822765621112598,0.0156674022430428,0.208300854700855,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.74,1,3.61388897584746,-2.3546405805965,-15.1725295042735,-0.0828815368326661,0.015782603730124,0.209832478632479,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.76,1,3.61222529536359,-2.35432377650703,-15.1683175384615,-0.0834865115540724,0.0158978052172052,0.211364102564103,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.78,1,3.6105495153853,-2.35400466838781,-15.1640749401709,-0.0840914862754788,0.0160130067042864,0.212895726495727,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.8,1,3.60886163591258,-2.35368325623886,-15.1598017094017,-0.0846964609968851,0.0161282081913676,0.21442735042735,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.82,1,3.60716165694542,-2.35335954006016,-15.1554978461538,-0.0853014357182914,0.0162434096784488,0.215958974358974,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
2.84,1,3.60544957848384,-2.35303351985172,-15.1511633504274,-0.0859064104396977,0.01635861116553,0.217490598290598,-0.0302487360703161,0.00576007435405986,0.0765811965811966,0
